mmsi,timestamp,lon,lat,sog,cog
419000001,2025-06-11T09:15:00Z,75.36,9.33753,4.7,87.0
419000001,2025-06-11T09:20:00Z,75.36667,9.33785,4.7,87.0
419000001,2025-06-11T09:25:00Z,75.37333,9.33817,4.7,87.0
419000001,2025-06-11T09:30:00Z,75.38,9.33849,4.7,87.0
419000001,2025-06-11T09:35:00Z,75.38667,9.33881,4.7,87.0
419000001,2025-06-11T09:40:00Z,75.39333,9.33913,4.7,87.0
419000001,2025-06-11T09:45:00Z,75.4,9.33945,4.7,87.0
419000001,2025-06-11T09:50:00Z,75.40667,9.33977,4.7,87.0
419000001,2025-06-11T09:55:00Z,75.41333,9.34009,4.7,87.0
419000001,2025-06-11T10:00:00Z,75.42,9.34041,4.7,87.0
419000001,2025-06-11T10:05:00Z,75.42667,9.34073,4.7,87.0
419000001,2025-06-11T10:10:00Z,75.43333,9.34105,4.7,87.0
419000001,2025-06-11T10:15:00Z,75.44,9.34137,4.7,87.0
419000001,2025-06-11T10:20:00Z,75.44667,9.34169,4.7,87.0
419000001,2025-06-11T10:25:00Z,75.45333,9.34201,4.7,87.0
419000001,2025-06-11T16:35:00Z,75.94667,9.36552,4.7,87.0
419000001,2025-06-11T16:40:00Z,75.95333,9.36583,4.7,87.0
419000001,2025-06-11T16:45:00Z,75.96,9.36615,4.7,87.0
419000001,2025-06-11T16:50:00Z,75.96667,9.36647,4.7,87.0
419000001,2025-06-11T16:55:00Z,75.97333,9.36678,4.7,87.0
419000001,2025-06-11T17:00:00Z,75.98,9.3671,4.7,87.0
419000001,2025-06-11T17:05:00Z,75.98667,9.36742,4.7,87.0
419000001,2025-06-11T17:10:00Z,75.99333,9.36773,4.7,87.0
419000001,2025-06-11T17:15:00Z,76.0,9.36805,4.7,87.0
419000001,2025-06-11T17:20:00Z,76.00667,9.36837,4.7,87.0
419000001,2025-06-11T17:25:00Z,76.01333,9.36868,4.7,87.0
419000001,2025-06-11T17:30:00Z,76.02,9.369,4.7,87.0
419000001,2025-06-11T17:35:00Z,76.02292,9.37798,6.8,18.0
419000001,2025-06-11T17:40:00Z,76.02583,9.38696,6.8,18.0
419000001,2025-06-11T17:45:00Z,76.02875,9.39594,6.8,18.0
419000001,2025-06-11T17:50:00Z,76.03167,9.40492,6.8,18.0
419000001,2025-06-11T17:55:00Z,76.03458,9.4139,6.8,18.0
419000001,2025-06-11T18:00:00Z,76.0375,9.42288,6.8,18.0
419000001,2025-06-11T18:05:00Z,76.04042,9.43185,6.8,18.0
419000001,2025-06-11T18:10:00Z,76.04333,9.44083,6.8,18.0
419000001,2025-06-11T18:15:00Z,76.04625,9.44981,6.8,18.0
419000001,2025-06-11T18:20:00Z,76.04917,9.45879,6.8,18.0
419000001,2025-06-11T18:25:00Z,76.05208,9.46777,6.8,18.0
419000001,2025-06-11T18:30:00Z,76.055,9.47675,6.8,18.0
419000001,2025-06-11T18:35:00Z,76.05792,9.48573,6.8,18.0
419000001,2025-06-11T18:40:00Z,76.06083,9.49471,6.8,18.0
419000001,2025-06-11T18:45:00Z,76.06375,9.50369,6.8,18.0
419000001,2025-06-11T18:50:00Z,76.06667,9.51267,6.8,18.0
419000001,2025-06-11T18:55:00Z,76.06958,9.52165,6.8,18.0
419000001,2025-06-11T19:00:00Z,76.0725,9.53062,6.8,18.0
419000001,2025-06-11T19:05:00Z,76.07542,9.5396,6.8,18.0
419000001,2025-06-11T19:10:00Z,76.07833,9.54858,6.8,18.0
419000001,2025-06-11T19:15:00Z,76.08125,9.55756,6.8,18.0
419000001,2025-06-11T19:20:00Z,76.08417,9.56654,6.8,18.0
419000001,2025-06-11T19:25:00Z,76.08708,9.57552,6.8,18.0
419000001,2025-06-11T19:30:00Z,76.09,9.5845,6.8,18.0
419000001,2025-06-11T19:35:00Z,76.09292,9.59348,6.8,18.0
419000001,2025-06-11T19:40:00Z,76.09583,9.60246,6.8,18.0
419000001,2025-06-11T19:45:00Z,76.09875,9.61144,6.8,18.0
419000001,2025-06-11T19:50:00Z,76.10167,9.62042,6.8,18.0
419000001,2025-06-11T19:55:00Z,76.10458,9.6294,6.8,18.0
419000001,2025-06-11T20:00:00Z,76.1075,9.63838,6.8,18.0
419000001,2025-06-11T20:05:00Z,76.11042,9.64735,6.8,18.0
419000001,2025-06-11T20:10:00Z,76.11333,9.65633,6.8,18.0
419000001,2025-06-11T20:15:00Z,76.11625,9.66531,6.8,18.0
419000001,2025-06-11T20:20:00Z,76.11917,9.67429,6.8,18.0
419000001,2025-06-11T20:25:00Z,76.12208,9.68327,6.8,18.0
419000001,2025-06-11T20:30:00Z,76.125,9.69225,6.8,18.0
419000001,2025-06-11T20:35:00Z,76.12792,9.70123,6.8,18.0
419000001,2025-06-11T20:40:00Z,76.13083,9.71021,6.8,18.0
419000001,2025-06-11T20:45:00Z,76.13375,9.71919,6.8,18.0
419000001,2025-06-11T20:50:00Z,76.13667,9.72817,6.8,18.0
419000001,2025-06-11T20:55:00Z,76.13958,9.73715,6.8,18.0
419000001,2025-06-11T21:00:00Z,76.1425,9.74613,6.8,18.0
419000001,2025-06-11T21:05:00Z,76.14542,9.7551,6.8,18.0
419000001,2025-06-11T21:10:00Z,76.14833,9.76408,6.8,18.0
419000001,2025-06-11T21:15:00Z,76.15125,9.77306,6.8,18.0
419000001,2025-06-11T21:20:00Z,76.15417,9.78204,6.8,18.0
419000001,2025-06-11T21:25:00Z,76.15708,9.79102,6.8,18.0
419000001,2025-06-11T21:30:00Z,76.16,9.8,6.8,18.0
419000001,2025-06-11T21:35:00Z,76.16222,9.80361,3.0,31.0
419000001,2025-06-11T21:40:00Z,76.16444,9.80722,3.0,31.0
419000001,2025-06-11T21:45:00Z,76.16667,9.81083,3.0,31.0
419000001,2025-06-11T21:50:00Z,76.16889,9.81444,3.0,31.0
419000001,2025-06-11T21:55:00Z,76.17111,9.81806,3.0,31.0
419000001,2025-06-11T22:00:00Z,76.17333,9.82167,3.0,31.0
419000001,2025-06-11T22:05:00Z,76.17556,9.82528,3.0,31.0
419000001,2025-06-11T22:10:00Z,76.17778,9.82889,3.0,31.0
419000001,2025-06-11T22:15:00Z,76.18,9.8325,3.0,31.0
419000001,2025-06-11T22:20:00Z,76.18222,9.83611,3.0,31.0
419000001,2025-06-11T22:25:00Z,76.18444,9.83972,3.0,31.0
419000001,2025-06-11T22:30:00Z,76.18667,9.84333,3.0,31.0
419000001,2025-06-11T22:35:00Z,76.18889,9.84694,3.0,31.0
419000001,2025-06-11T22:40:00Z,76.19111,9.85056,3.0,31.0
419000001,2025-06-11T22:45:00Z,76.19333,9.85417,3.0,31.0
419000001,2025-06-11T22:50:00Z,76.19556,9.85778,3.0,31.0
419000001,2025-06-11T22:55:00Z,76.19778,9.86139,3.0,31.0
419000001,2025-06-11T23:00:00Z,76.2,9.865,3.0,31.0
419000001,2025-06-11T23:05:00Z,76.20222,9.86861,3.0,31.0
419000001,2025-06-11T23:10:00Z,76.20444,9.87222,3.0,31.0
419000001,2025-06-11T23:15:00Z,76.20667,9.87583,3.0,31.0
419000001,2025-06-11T23:20:00Z,76.20889,9.87944,3.0,31.0
419000001,2025-06-11T23:25:00Z,76.21111,9.88306,3.0,31.0
419000001,2025-06-11T23:30:00Z,76.21333,9.88667,3.0,31.0
419000001,2025-06-11T23:35:00Z,76.21556,9.89028,3.0,31.0
419000001,2025-06-11T23:40:00Z,76.21778,9.89389,3.0,31.0
419000001,2025-06-11T23:45:00Z,76.22,9.8975,3.0,31.0
419000001,2025-06-11T23:50:00Z,76.22222,9.90111,3.0,31.0
419000001,2025-06-11T23:55:00Z,76.22444,9.90472,3.0,31.0
419000001,2025-06-12T00:00:00Z,76.22667,9.90833,3.0,31.0
419000001,2025-06-12T00:05:00Z,76.22889,9.91194,3.0,31.0
419000001,2025-06-12T00:10:00Z,76.23111,9.91556,3.0,31.0
419000001,2025-06-12T00:15:00Z,76.23333,9.91917,3.0,31.0
419000001,2025-06-12T00:20:00Z,76.23556,9.92278,3.0,31.0
419000001,2025-06-12T00:25:00Z,76.23778,9.92639,3.0,31.0
419000001,2025-06-12T00:30:00Z,76.24,9.93,3.0,31.0
419000002,2025-06-11T14:30:00Z,76.2,8.6,9.5,0.0
419000002,2025-06-11T14:35:00Z,76.19229,8.61083,9.5,325.0
419000002,2025-06-11T14:40:00Z,76.18458,8.62167,9.5,325.0
419000002,2025-06-11T14:45:00Z,76.17688,8.6325,9.5,325.0
419000002,2025-06-11T14:50:00Z,76.16917,8.64333,9.5,325.0
419000002,2025-06-11T14:55:00Z,76.16146,8.65417,9.5,325.0
419000002,2025-06-11T15:00:00Z,76.15375,8.665,9.5,325.0
419000002,2025-06-11T15:05:00Z,76.14604,8.67583,9.5,325.0
419000002,2025-06-11T15:10:00Z,76.13833,8.68667,9.5,325.0
419000002,2025-06-11T15:15:00Z,76.13063,8.6975,9.5,325.0
419000002,2025-06-11T15:20:00Z,76.12292,8.70833,9.5,325.0
419000002,2025-06-11T15:25:00Z,76.11521,8.71917,9.5,325.0
419000002,2025-06-11T15:30:00Z,76.1075,8.73,9.5,325.0
419000002,2025-06-11T15:35:00Z,76.09979,8.74083,9.5,325.0
419000002,2025-06-11T15:40:00Z,76.09208,8.75167,9.5,325.0
419000002,2025-06-11T15:45:00Z,76.08437,8.7625,9.5,325.0
419000002,2025-06-11T15:50:00Z,76.07667,8.77333,9.5,325.0
419000002,2025-06-11T15:55:00Z,76.06896,8.78417,9.5,325.0
419000002,2025-06-11T16:00:00Z,76.06125,8.795,9.5,325.0
419000002,2025-06-11T16:05:00Z,76.05354,8.80583,9.5,325.0
419000002,2025-06-11T16:10:00Z,76.04583,8.81667,9.5,325.0
419000002,2025-06-11T16:15:00Z,76.03813,8.8275,9.5,325.0
419000002,2025-06-11T16:20:00Z,76.03042,8.83833,9.5,325.0
419000002,2025-06-11T16:25:00Z,76.02271,8.84917,9.5,325.0
419000002,2025-06-11T16:30:00Z,76.015,8.86,9.5,325.0
419000002,2025-06-11T16:35:00Z,76.00729,8.87083,9.5,325.0
419000002,2025-06-11T16:40:00Z,75.99958,8.88167,9.5,325.0
419000002,2025-06-11T16:45:00Z,75.99187,8.8925,9.5,325.0
419000002,2025-06-11T16:50:00Z,75.98417,8.90333,9.5,325.0
419000002,2025-06-11T16:55:00Z,75.97646,8.91417,9.5,325.0
419000002,2025-06-11T17:00:00Z,75.96875,8.925,9.5,325.0
419000002,2025-06-11T17:05:00Z,75.96104,8.93583,9.5,325.0
419000002,2025-06-11T17:10:00Z,75.95333,8.94667,9.5,325.0
419000002,2025-06-11T17:15:00Z,75.94563,8.9575,9.5,325.0
419000002,2025-06-11T17:20:00Z,75.93792,8.96833,9.5,325.0
419000002,2025-06-11T17:25:00Z,75.93021,8.97917,9.5,325.0
419000002,2025-06-11T17:30:00Z,75.9225,8.99,9.5,325.0
419000002,2025-06-11T17:35:00Z,75.91479,9.00083,9.5,325.0
419000002,2025-06-11T17:40:00Z,75.90708,9.01167,9.5,325.0
419000002,2025-06-11T17:45:00Z,75.89937,9.0225,9.5,325.0
419000002,2025-06-11T17:50:00Z,75.89167,9.03333,9.5,325.0
419000002,2025-06-11T17:55:00Z,75.88396,9.04417,9.5,325.0
419000002,2025-06-11T18:00:00Z,75.87625,9.055,9.5,325.0
419000002,2025-06-11T18:05:00Z,75.86854,9.06583,9.5,325.0
419000002,2025-06-11T18:10:00Z,75.86083,9.07667,9.5,325.0
419000002,2025-06-11T18:15:00Z,75.85313,9.0875,9.5,325.0
419000002,2025-06-11T18:20:00Z,75.84542,9.09833,9.5,325.0
419000002,2025-06-11T18:25:00Z,75.83771,9.10917,9.5,325.0
419000002,2025-06-11T18:30:00Z,75.83,9.12,9.5,325.0
419000002,2025-06-11T18:35:00Z,75.82229,9.13083,9.5,325.0
419000002,2025-06-11T18:40:00Z,75.81458,9.14167,9.5,325.0
419000002,2025-06-11T18:45:00Z,75.80687,9.1525,9.5,325.0
419000002,2025-06-11T18:50:00Z,75.79917,9.16333,9.5,325.0
419000002,2025-06-11T18:55:00Z,75.79146,9.17417,9.5,325.0
419000002,2025-06-11T19:00:00Z,75.78375,9.185,9.5,325.0
419000002,2025-06-11T19:05:00Z,75.77604,9.19583,9.5,325.0
419000002,2025-06-11T19:10:00Z,75.76833,9.20667,9.5,325.0
419000002,2025-06-11T19:15:00Z,75.76062,9.2175,9.5,325.0
419000002,2025-06-11T19:20:00Z,75.75292,9.22833,9.5,325.0
419000002,2025-06-11T19:25:00Z,75.74521,9.23917,9.5,325.0
419000002,2025-06-11T19:30:00Z,75.7375,9.25,9.5,325.0
419000002,2025-06-11T19:35:00Z,75.72979,9.26083,9.5,325.0
419000002,2025-06-11T19:40:00Z,75.72208,9.27167,9.5,325.0
419000002,2025-06-11T19:45:00Z,75.71437,9.2825,9.5,325.0
419000002,2025-06-11T19:50:00Z,75.70667,9.29333,9.5,325.0
419000002,2025-06-11T19:55:00Z,75.69896,9.30417,9.5,325.0
419000002,2025-06-11T20:00:00Z,75.69125,9.315,9.5,325.0
419000002,2025-06-11T20:05:00Z,75.68354,9.32583,9.5,325.0
419000002,2025-06-11T20:10:00Z,75.67583,9.33667,9.5,325.0
419000002,2025-06-11T20:15:00Z,75.66812,9.3475,9.5,325.0
419000002,2025-06-11T20:20:00Z,75.66042,9.35833,9.5,325.0
419000002,2025-06-11T20:25:00Z,75.65271,9.36917,9.5,325.0
419000002,2025-06-11T20:30:00Z,75.645,9.38,9.5,325.0
419000002,2025-06-11T20:35:00Z,75.63812,9.39208,9.9,331.0
419000002,2025-06-11T20:40:00Z,75.63125,9.40417,9.9,331.0
419000002,2025-06-11T20:45:00Z,75.62438,9.41625,9.9,331.0
419000002,2025-06-11T20:50:00Z,75.6175,9.42833,9.9,331.0
419000002,2025-06-11T20:55:00Z,75.61062,9.44042,9.9,331.0
419000002,2025-06-11T21:00:00Z,75.60375,9.4525,9.9,331.0
419000002,2025-06-11T21:05:00Z,75.59688,9.46458,9.9,331.0
419000002,2025-06-11T21:10:00Z,75.59,9.47667,9.9,331.0
419000002,2025-06-11T21:15:00Z,75.58312,9.48875,9.9,331.0
419000002,2025-06-11T21:20:00Z,75.57625,9.50083,9.9,331.0
419000002,2025-06-11T21:25:00Z,75.56937,9.51292,9.9,331.0
419000002,2025-06-11T21:30:00Z,75.5625,9.525,9.9,331.0
419000002,2025-06-11T21:35:00Z,75.55562,9.53708,9.9,331.0
419000002,2025-06-11T21:40:00Z,75.54875,9.54917,9.9,331.0
419000002,2025-06-11T21:45:00Z,75.54188,9.56125,9.9,331.0
419000002,2025-06-11T21:50:00Z,75.535,9.57333,9.9,331.0
419000002,2025-06-11T21:55:00Z,75.52812,9.58542,9.9,331.0
419000002,2025-06-11T22:00:00Z,75.52125,9.5975,9.9,331.0
419000002,2025-06-11T22:05:00Z,75.51438,9.60958,9.9,331.0
419000002,2025-06-11T22:10:00Z,75.5075,9.62167,9.9,331.0
419000002,2025-06-11T22:15:00Z,75.50062,9.63375,9.9,331.0
419000002,2025-06-11T22:20:00Z,75.49375,9.64583,9.9,331.0
419000002,2025-06-11T22:25:00Z,75.48688,9.65792,9.9,331.0
419000002,2025-06-11T22:30:00Z,75.48,9.67,9.9,331.0
419000002,2025-06-11T22:35:00Z,75.47312,9.68208,9.9,331.0
419000002,2025-06-11T22:40:00Z,75.46625,9.69417,9.9,331.0
419000002,2025-06-11T22:45:00Z,75.45937,9.70625,9.9,331.0
419000002,2025-06-11T22:50:00Z,75.4525,9.71833,9.9,331.0
419000002,2025-06-11T22:55:00Z,75.44563,9.73042,9.9,331.0
419000002,2025-06-11T23:00:00Z,75.43875,9.7425,9.9,331.0
419000002,2025-06-11T23:05:00Z,75.43188,9.75458,9.9,331.0
419000002,2025-06-11T23:10:00Z,75.425,9.76667,9.9,331.0
419000002,2025-06-11T23:15:00Z,75.41812,9.77875,9.9,331.0
419000002,2025-06-11T23:20:00Z,75.41125,9.79083,9.9,331.0
419000002,2025-06-11T23:25:00Z,75.40438,9.80292,9.9,331.0
419000002,2025-06-11T23:30:00Z,75.3975,9.815,9.9,331.0
419000002,2025-06-11T23:35:00Z,75.39062,9.82708,9.9,331.0
419000002,2025-06-11T23:40:00Z,75.38375,9.83917,9.9,331.0
419000002,2025-06-11T23:45:00Z,75.37688,9.85125,9.9,331.0
419000002,2025-06-11T23:50:00Z,75.37,9.86333,9.9,331.0
419000002,2025-06-11T23:55:00Z,75.36312,9.87542,9.9,331.0
419000002,2025-06-12T00:00:00Z,75.35625,9.8875,9.9,331.0
419000002,2025-06-12T00:05:00Z,75.34937,9.89958,9.9,331.0
419000002,2025-06-12T00:10:00Z,75.3425,9.91167,9.9,331.0
419000002,2025-06-12T00:15:00Z,75.33563,9.92375,9.9,331.0
419000002,2025-06-12T00:20:00Z,75.32875,9.93583,9.9,331.0
419000002,2025-06-12T00:25:00Z,75.32188,9.94792,9.9,331.0
419000002,2025-06-12T00:30:00Z,75.315,9.96,9.9,331.0
419000002,2025-06-12T00:35:00Z,75.30812,9.97208,9.9,331.0
419000002,2025-06-12T00:40:00Z,75.30125,9.98417,9.9,331.0
419000002,2025-06-12T00:45:00Z,75.29438,9.99625,9.9,331.0
419000002,2025-06-12T00:50:00Z,75.2875,10.00833,9.9,331.0
419000002,2025-06-12T00:55:00Z,75.28062,10.02042,9.9,331.0
419000002,2025-06-12T01:00:00Z,75.27375,10.0325,9.9,331.0
419000002,2025-06-12T01:05:00Z,75.26688,10.04458,9.9,331.0
419000002,2025-06-12T01:10:00Z,75.26,10.05667,9.9,331.0
419000002,2025-06-12T01:15:00Z,75.25312,10.06875,9.9,331.0
419000002,2025-06-12T01:20:00Z,75.24625,10.08083,9.9,331.0
419000002,2025-06-12T01:25:00Z,75.23938,10.09292,9.9,331.0
419000002,2025-06-12T01:30:00Z,75.2325,10.105,9.9,331.0
419000002,2025-06-12T01:35:00Z,75.22563,10.11708,9.9,331.0
419000002,2025-06-12T01:40:00Z,75.21875,10.12917,9.9,331.0
419000002,2025-06-12T01:45:00Z,75.21188,10.14125,9.9,331.0
419000002,2025-06-12T01:50:00Z,75.205,10.15333,9.9,331.0
419000002,2025-06-12T01:55:00Z,75.19812,10.16542,9.9,331.0
419000002,2025-06-12T02:00:00Z,75.19125,10.1775,9.9,331.0
419000002,2025-06-12T02:05:00Z,75.18438,10.18958,9.9,331.0
419000002,2025-06-12T02:10:00Z,75.1775,10.20167,9.9,331.0
419000002,2025-06-12T02:15:00Z,75.17062,10.21375,9.9,331.0
419000002,2025-06-12T02:20:00Z,75.16375,10.22583,9.9,331.0
419000002,2025-06-12T02:25:00Z,75.15688,10.23792,9.9,331.0
419000002,2025-06-12T02:30:00Z,75.15,10.25,9.9,331.0
419000003,2025-06-11T21:30:00Z,75.82,9.3,3.6,0.0
419000003,2025-06-11T21:35:00Z,75.81716,9.30309,2.2,317.0
419000003,2025-06-11T21:40:00Z,75.81503,9.3067,2.9,329.0
419000003,2025-06-11T21:45:00Z,75.81196,9.30958,2.8,313.0
419000003,2025-06-11T21:50:00Z,75.80832,9.31169,3.2,300.0
419000003,2025-06-11T21:55:00Z,75.80448,9.31341,2.1,294.0
419000003,2025-06-11T22:00:00Z,75.80097,9.31109,3.5,236.0
419000003,2025-06-11T22:05:00Z,75.79776,9.30838,3.4,230.0
419000003,2025-06-11T22:10:00Z,75.79598,9.30458,2.5,205.0
419000003,2025-06-11T22:15:00Z,75.79234,9.30668,2.6,300.0
419000003,2025-06-11T22:20:00Z,75.78895,9.30917,2.7,306.0
419000003,2025-06-11T22:25:00Z,75.78518,9.31104,3.0,296.0
419000003,2025-06-11T22:30:00Z,75.78118,9.31236,3.3,288.0
419000003,2025-06-11T22:35:00Z,75.77697,9.31231,3.8,269.0
419000003,2025-06-11T22:40:00Z,75.77335,9.31015,2.9,239.0
419000003,2025-06-11T22:45:00Z,75.77023,9.30734,3.3,228.0
419000003,2025-06-11T22:50:00Z,75.76652,9.30535,3.1,242.0
419000003,2025-06-11T22:55:00Z,75.76307,9.30294,3.7,235.0
419000003,2025-06-11T23:00:00Z,75.7589,9.30237,3.3,262.0
419000003,2025-06-11T23:05:00Z,75.7548,9.3014,3.5,257.0
419000003,2025-06-11T23:10:00Z,75.75069,9.30047,2.6,257.0
419000003,2025-06-11T23:15:00Z,75.7471,9.30266,2.9,301.0
419000003,2025-06-11T23:20:00Z,75.74423,9.30572,2.7,317.0
419000003,2025-06-11T23:25:00Z,75.74068,9.30798,3.6,302.0
419000003,2025-06-11T23:30:00Z,75.73694,9.30991,3.3,297.0
419000003,2025-06-11T23:35:00Z,75.73385,9.31276,2.9,313.0
419000003,2025-06-11T23:40:00Z,75.73446,9.3169,2.8,8.0
419000003,2025-06-11T23:45:00Z,75.7345,9.32109,3.2,1.0
419000003,2025-06-11T23:50:00Z,75.73404,9.32525,2.7,354.0
419000003,2025-06-11T23:55:00Z,75.73564,9.32912,2.6,22.0
419000003,2025-06-12T00:00:00Z,75.73541,9.33331,3.2,357.0
419000003,2025-06-12T00:05:00Z,75.73458,9.33741,4.0,349.0
419000003,2025-06-12T00:10:00Z,75.73559,9.34148,2.9,14.0
419000003,2025-06-12T00:15:00Z,75.73773,9.34508,2.8,31.0
419000003,2025-06-12T00:20:00Z,75.74003,9.34859,2.5,33.0
419000003,2025-06-12T00:25:00Z,75.74337,9.35115,2.5,52.0
419000003,2025-06-12T00:30:00Z,75.74134,9.35482,3.2,331.0
419000003,2025-06-12T00:35:00Z,75.74138,9.35901,3.3,1.0
419000003,2025-06-12T00:40:00Z,75.73947,9.36274,3.0,333.0
419000003,2025-06-12T00:45:00Z,75.7354,9.36385,3.1,285.0
419000003,2025-06-12T00:50:00Z,75.73153,9.36549,3.0,293.0
419000003,2025-06-12T00:55:00Z,75.72846,9.36836,3.1,313.0
419000003,2025-06-12T01:00:00Z,75.72483,9.37049,2.4,300.0
419000003,2025-06-12T01:05:00Z,75.72061,9.37046,2.8,270.0
419000003,2025-06-12T01:10:00Z,75.7164,9.37049,3.0,270.0
419000003,2025-06-12T01:15:00Z,75.71218,9.37041,2.7,269.0
419000003,2025-06-12T01:20:00Z,75.70891,9.37306,2.8,309.0
419000003,2025-06-12T01:25:00Z,75.70684,9.37671,2.7,330.0
419000003,2025-06-12T01:30:00Z,75.70514,9.38053,2.9,336.0
419000003,2025-06-12T01:35:00Z,75.70572,9.38468,3.3,8.0
419000003,2025-06-12T01:40:00Z,75.70588,9.38887,2.8,2.0
419000003,2025-06-12T01:45:00Z,75.70413,9.39268,2.9,335.0
419000003,2025-06-12T01:50:00Z,75.70357,9.39683,3.3,352.0
419000003,2025-06-12T01:55:00Z,75.70423,9.40096,3.3,9.0
419000003,2025-06-12T02:00:00Z,75.70443,9.40515,3.7,3.0
419000003,2025-06-12T02:05:00Z,75.70302,9.40909,2.2,340.0
419000003,2025-06-12T02:10:00Z,75.70207,9.41317,3.3,347.0
419000003,2025-06-12T02:15:00Z,75.70445,9.40971,2.8,146.0
419000003,2025-06-12T02:20:00Z,75.7059,9.40578,3.1,160.0
419000003,2025-06-12T02:25:00Z,75.70979,9.40416,3.3,113.0
419000003,2025-06-12T02:30:00Z,75.71363,9.40242,3.4,114.0
419000003,2025-06-12T02:35:00Z,75.71783,9.40264,3.4,87.0
419000003,2025-06-12T02:40:00Z,75.72183,9.4013,3.1,109.0
419000003,2025-06-12T02:45:00Z,75.72508,9.40398,3.6,51.0
419000003,2025-06-12T02:50:00Z,75.7268,9.4078,2.9,24.0
419000003,2025-06-12T02:55:00Z,75.72976,9.41078,2.9,45.0
